hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
Lil Uzi Vert vs. Clairo I would have accepted this trade faster than you can say Clairo,comparative,strong,24.3487322,0.7668,70100,504,27,6,17,11-26,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/photo/7413492270600670507
They're both trained Uber & Lyft vs BLACK WOLF,comparative,strong,22.51125563,0.7554,4500000,469300,4568,19300,9,6-10,en,Navigation,GPS & Maps,2023,blackwolfapp,https://www.tiktok.com/@blackwolfapp/video/7231237949101313326
English vs. German vs. Dutch I love Dutch so much. They call turtles SHIELD FROGS 😂😂😂 English German Dutch,comparative,strong,21.42384106,0.7479,323500,5925,97,161,19,11-26,en,Education,Language Learning,2025,babbel,https://www.tiktok.com/@babbel/video/7457559874843446571
The original VS 90-s AI avatar,comparative,strong,20.16229713,0.7396,64600,129,3,4,6,6-10,en,Photo & Video,AR Filters,2023,reface,https://www.tiktok.com/@reface/video/7287713879595994373
Now this. THIS is better than the landmarks,comparative,strong,19.33592318,0.7333,131900,371,15,31,8,6-10,en,Utilities,Network Tools,2024,surfshark,https://www.tiktok.com/@surfshark/video/7369229366837972256
KANYE VS KANYE. I LOVE BOTH ERAS.,comparative,strong,19.24279264,0.7329,55400,240,33,4,7,6-10,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/video/7439498286571998510
That is the biggest difference Uber/Lyft VS BLACK WOLF,comparative,strong,19.00950475,0.7313,3800000,352000,2947,6460,9,6-10,en,Navigation,GPS & Maps,2023,blackwolfapp,https://www.tiktok.com/@blackwolfapp/video/7249407059178032430
And many are choosing them over Netflix. Netflix vs. Disney Investing involves risk of loss. This is not investment advice.,comparative,strong,18.92430279,0.7308,1900000,18900,134,141,20,11-26,en,Finance,Financial Literacy Tools,2023,degiro,https://www.tiktok.com/@degiro/video/7201230670851624198
学校で習う英語 カジュアル英語 Of course (もちろん) You bet (うんち) カジュアル英語 VS 学校で習う英語,comparative,strong,18.33103448,0.7267,531600,12800,42,69,11,11-26,ja,Education,Language Learning,2024,fluenday.japan,https://www.tiktok.com/@fluenday.japan/video/7327123267607661842
it's 2068 and nick cannon is deciding which one of his 80th children is getting his fortune.,comparative,strong,17.9197995,0.7235,14300,2127,0,26,17,11-26,en,Social Networking,Video Communities,2022,okcool,https://www.tiktok.com/@okcool/video/7164487167400529157
Started watching my own vlogs back instead of searching for others...🤩😍,comparative,strong,14.77915633,0.6922,2978,43,0,9,11,11-26,en,Photo & Video,Video Editing,2024,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7418582805526957345
"Gunna vs. Clairo.. Sorry Gunna, I declined this trade so fast",comparative,strong,14.41472734,0.6866,41500,580,34,6,11,11-26,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/photo/7411584343820274986
US vs UK,comparative,strong,14.33333333,0.6855,399900,41400,329,821,3,3-5,en,Education,Language Learning,2021,mondly.app,https://www.tiktok.com/@mondly.app/video/6922381762756611334
VS No chick fil a sauce Hawk tuah,comparative,strong,13.69863014,0.6777,1000000,17900,373,1328,8,6-10,en,Entertainment,Comedy Platforms,2024,tunesx7,https://www.tiktok.com/@tunesx7/video/7406389460558056737
Here are some things you NEED to consider Studio vs. One Bedroom Apartments,comparative,strong,12.85396825,0.6657,8098,106,1,3,13,11-26,en,Lifestyle,Home Decor & DIY,2021,apartmentlist,https://www.tiktok.com/@apartmentlist/video/7036466568355761454
Gen Z vs. Millennials on OkCupid because might as well let people know,comparative,strong,11.35341831,0.6434,979800,9928,76,26,13,11-26,en,Social Networking,Dating Apps,2024,okcupid,https://www.tiktok.com/@okcupid/video/7374584213305183530
Now talk about grocer-ees versus grow-shrees Groceries Gross.reez (3 syllables) (2 syllables),comparative,strong,11.30468448,0.6421,29200,612,36,30,12,11-26,en,Education,Language Learning,2023,boldvoiceapp,https://www.tiktok.com/@boldvoiceapp/video/7286548156676869407
Dating apps that are better than Feels...,comparative,strong,10.78629032,0.6345,10700,33,2,0,7,6-10,en,Social Networking,Friend Finders,2023,feels_app,https://www.tiktok.com/@feels_app/photo/7295745317172022560
No Worries Pray instead of worry.,comparative,strong,8.973747017,0.6004,28200,2344,10,93,6,6-10,en,Shopping,E-commerce Marketplaces,2022,holstrengthdaily,https://www.tiktok.com/@holstrengthdaily/video/7146229255754501418
Spanish in Spain 🇪🇸 vs 🇦🇷 Argentina Falda vs Pollera,comparative,strong,8.955074208,0.6002,89300,2153,122,115,10,6-10,la,Education,Language Learning,2023,busuu,https://www.tiktok.com/@busuu/video/7234178328817716506
Calling all plant fans! Which is your favorite vegan recipe? Falafel Pita,comparative,strong,7.994260531,0.5787,3900000,175300,2194,10100,12,11-26,en,Entertainment,Interactive Story Games,2024,tocaboca,https://www.tiktok.com/@tocaboca/video/7432317248078892321
"ENTJ | INTJ: ""I don't think I'm better than you.""",comparative,strong,7.988289419,0.5783,38200,1940,13,55,10,6-10,en,Social Networking,Friend Finders,2023,boo_app,https://www.tiktok.com/@boo_app/video/7193731367702695210
Applicant's photo on the CV vs. Her showing up to the office,comparative,strong,7.769085514,0.5719,14400,30,2,15,12,11-26,en,Photo & Video,Photo Editing,2024,momoai.app,https://www.tiktok.com/@momoai.app/video/7362195549304392965
SHAKE SHACK VS. IN-N-OUT 🍔,comparative,strong,7.5,0.5629,120000,3605,35,92,5,3-5,ja,Finance,Financial Literacy Tools,2023,step,https://www.tiktok.com/@step/video/7209430187019128107
The difference between Plot vs Notion Content Calendar Edition today I wanna show you the difference between a content calendar in notion,comparative,strong,7.205420054,0.5539,6647,309,4,20,22,11-26,en,Business,Task & Project Management,2024,plotworkspace,https://www.tiktok.com/@plotworkspace/video/7424169625924930846
Simone Biles Defying Gravity UP CLOSE ✨✨✨ which is a required element,comparative,strong,6.939597315,0.5448,155100,13300,111,201,12,11-26,la,Education,Virtual Classrooms,2024,masterclass,https://www.tiktok.com/@masterclass/video/7421996681690041646
My friends and I seeing that the BeReal notification has arrived during the day instead of midnight for NYE like we all predicted,comparative,strong,6.420545746,0.527,1200000,120900,380,158,23,11-26,en,Social Networking,Video Communities,2024,bereal,https://www.tiktok.com/@bereal/video/7318794192715549985
Portuguese Spanish Italian French Latin Romanian I drink Latin languages vs. Romance languages,comparative,strong,6.178807947,0.5174,93300,2886,86,61,13,11-26,en,Education,Language Learning,2025,babbel,https://www.tiktok.com/@babbel/video/7460153552082849070
The HighPeak MiniProjector during the Day vs Night☀️🌙 (The last clip is crazy😳),comparative,baseline,5.54351145,0.4876,363100,2264,110,174,13,11-26,en,Shopping,E-commerce Marketplaces,2023,highpeakco,https://www.tiktok.com/@highpeakco/video/7309682451503353134
Horse Analytics is becoming Happie What the Phone sees vs the drone Google Play Download on the App Store,comparative,baseline,5.476694915,0.484,7755,467,9,3,19,11-26,en,Health & Fitness,Chronic Condition Management,2022,happiehorse_app,https://www.tiktok.com/@happiehorse_app/video/7114657078408432902
"Hi there, I’m your new furry friend! Love is when we raise three pets together 😊❤️❤️❤️ (Which one is your fav?)",comparative,baseline,5.360281195,0.479,36600,220,35,133,21,11-26,en,Social Networking,Messaging Apps,2024,love8_app,https://www.tiktok.com/@love8_app/video/7371767823003045163
A win-win situation vs A zero-sum game Download FluentJoy App Link in bio,comparative,baseline,5.25229788,0.4731,42000,1319,5,95,13,11-26,de,Education,Language Learning,2023,fluentjoy_app,https://www.tiktok.com/@fluentjoy_app/video/7280779862586035488
Profile VS back&front pics of RAW Dating crushes,comparative,baseline,5.059925094,0.4633,2702,16,0,2,8,6-10,en,Social Networking,Friend Finders,2023,raw.app,https://www.tiktok.com/@raw.app/video/7270294367791762731
So instead of saying: A LOT,comparative,baseline,5.0,0.4601,51500,5012,23,29,6,6-10,en,Education,Language Learning,2022,wotdapp,https://www.tiktok.com/@wotdapp/video/7099524569995824390
It’s vs Its,comparative,baseline,4.888888889,0.453,136400,3209,27,51,3,3-5,en,Education,Language Learning,2020,mondly.app,https://www.tiktok.com/@mondly.app/video/6911622503043550470
Sugar cravings & alcohol which is basically transferring the addiction from one thing to another,comparative,baseline,4.845264145,0.4504,15500,198,3,17,15,11-26,en,Health & Fitness,Health Journals,2024,reframeapp,https://www.tiktok.com/@reframeapp/video/7336002355533516075
VS Frieza and goku go hard Frieza Goku JAMMABLEOFFICIAL,comparative,baseline,4.696202532,0.4418,148400,6305,179,518,9,6-10,eu,Music,Karaoke & Singing,2024,jammableofficial,https://www.tiktok.com/@jammableofficial/video/7438322076252982550
NAIL INSPO Which is your fave set? lemons,comparative,baseline,4.281074697,0.4142,14500,278,0,0,8,6-10,en,Lifestyle,Beauty & Skincare,2023,lemon8uk,https://www.tiktok.com/@lemon8uk/video/7303856755539316000
Finally ready to advertise your online course that TikTok expectations vs. reality,comparative,baseline,4.17540107,0.4063,1952,99,1,4,12,11-26,en,Business,Small Business Tools,2022,teachable.com,https://www.tiktok.com/@teachable.com/video/7120683292097121582
casual vs. cool,comparative,baseline,4.12962963,0.4027,245300,2870,11,18,3,3-5,en,Shopping,Flash Deals,2022,klarna,https://www.tiktok.com/@klarna/video/7174519880472022318
Imagine if you could take unlimited BeReals every day instead of just one!,comparative,baseline,4.101037438,0.4005,9092,256,9,15,13,11-26,en,Navigation,GPS & Maps,2023,superlocalapp,https://www.tiktok.com/@superlocalapp/video/7187098260404718890
List of reasons why clubbing is better than drinking at home with friends It's blank,comparative,baseline,4.03230148,0.3938,1498,95,0,9,15,11-26,en,Games,Party Games,2024,appdafuq,https://www.tiktok.com/@appdafuq/photo/7391900087003254048
Things to do instead of staring at your portfolio,comparative,baseline,4.028688525,0.3935,98300,1802,11,7,9,6-10,en,Finance,Stock Market Analysis,2022,robinhoodapp,https://www.tiktok.com/@robinhoodapp/video/7141524213151845678
Me after staying up all night to get my homework done instead of pacing myself and taking breaks.,comparative,baseline,3.992651562,0.3898,32600,478,4,14,18,11-26,en,Health & Fitness,Meditation & Mindfulness,2022,headspace,https://www.tiktok.com/@headspace/video/7177837497051794734
VS Parte 2 cómo se dice en España vs Argentina Cómo se dice en España vs Argentina (parte 2),comparative,baseline,3.921568627,0.3848,1600000,26900,331,198,19,11-26,es,Utilities,Network Tools,2023,truecaller.es,https://www.tiktok.com/@truecaller.es/video/7260477428269583643
this app is so much better than pinterest...,comparative,baseline,3.832909553,0.3776,5276,246,6,8,8,6-10,en,Social Networking,Photo Sharing,2024,inspirethecosmos,https://www.tiktok.com/@inspirethecosmos/video/7416436250258754847
US vs Germany,comparative,baseline,3.76344086,0.3718,105000,4361,64,41,3,3-5,en,Education,Language Learning,2021,mondly.app,https://www.tiktok.com/@mondly.app/video/6936241448786447621
"""There's nothing worse than a break up""",comparative,baseline,3.704947392,0.3663,33100,579,11,10,7,6-10,en,Health & Fitness,Workout Trackers,2024,strongermobile,https://www.tiktok.com/@strongermobile/photo/7436338342570118432
毎日使う日本語 英語でこう言う そういえば By the way 毎日使う日本語 VS 英語でこういう,comparative,baseline,3.686206897,0.3644,106900,3512,6,34,9,6-10,ja,Education,Language Learning,2024,fluenday.japan,https://www.tiktok.com/@fluenday.japan/video/7327866636143234311
American vs British Blow your own horn Blow your own trumpet,comparative,baseline,3.63016446,0.3592,36200,1209,2,14,11,11-26,en,Education,Language Learning,2023,busuu,https://www.tiktok.com/@busuu/video/7301737902940179744
Silly guys' pick-up lines vs a classy one 😄😄😄,comparative,baseline,3.586948177,0.3551,4672,281,5,3,9,6-10,la,Social Networking,Messaging Apps,2023,obimyapp,https://www.tiktok.com/@obimyapp/video/7301066383717190917
An author better than sjm,comparative,baseline,3.543985637,0.3514,1974,105,1,4,5,3-5,en,Books,Book Clubs & Communities,2024,lemon8bookclub,https://www.tiktok.com/@lemon8bookclub/photo/7444270897277570346
Investing vs. Trading Key Differences Everyone Should Know,comparative,baseline,3.54295246,0.3513,2124,9,1,1,8,6-10,en,Finance,Financial Literacy Tools,2024,finelo.app,https://www.tiktok.com/@finelo.app/photo/7449090811804929285
We have armed drivers 🔫 Uber/Lyft VS BLACK WOLF,comparative,baseline,3.433216608,0.3414,686300,48300,540,808,9,6-10,en,Navigation,GPS & Maps,2023,blackwolfapp,https://www.tiktok.com/@blackwolfapp/video/7264614406242176298
THEN vs THAN THEN Donuts were cheaper back then.,comparative,baseline,3.415770609,0.3398,95300,3338,19,50,9,6-10,en,Education,Language Learning,2020,mondly.app,https://www.tiktok.com/@mondly.app/video/6895742770074356998
Instead of saying:,comparative,baseline,3.27184466,0.3226,33700,3081,4,18,3,3-5,en,Education,Language Learning,2021,wotdapp,https://www.tiktok.com/@wotdapp/video/7006711173601086725
Overlook vs look over vs oversee,comparative,baseline,3.261648746,0.3212,91000,3799,15,68,6,6-10,nl,Education,Language Learning,2021,mondly.app,https://www.tiktok.com/@mondly.app/video/6947610818464861445
English vs. German vs. Dutch Basics Dutch similar to English English German Dutch,comparative,baseline,3.19205298,0.3131,48200,1207,19,33,13,11-26,en,Education,Language Learning,2025,babbel,https://www.tiktok.com/@babbel/video/7457188469694041390
Me swipping on dating apps at the office instead of working 😳,comparative,baseline,3.161120841,0.3098,1805,8,0,0,12,11-26,en,Social Networking,Dating Apps,2023,flureapp,https://www.tiktok.com/@flureapp/video/7280477218524990727
Get vs. take,comparative,baseline,3.150537634,0.3084,87900,1440,10,36,3,3-5,en,Education,Language Learning,2020,mondly.app,https://www.tiktok.com/@mondly.app/video/6911614923546119429
"""When they see people chasing love instead of People born on: 1, 3, 5, 8, 11, 13, 15, 19, 21, 23, 27, 31""",comparative,baseline,3.147267418,0.308,7544,217,4,20,23,11-26,en,Lifestyle,Astrology & Horoscopes,2024,humandesign.app,https://www.tiktok.com/@humandesign.app/video/7362119452072119558
German from Germany vs. from Austria vs. from Switzerland Germany Austria Switzerland,comparative,baseline,2.98013245,0.2866,45000,960,26,76,12,11-26,en,Education,Language Learning,2024,babbel,https://www.tiktok.com/@babbel/video/7452396325855022382
US vs UK American English VS. British English,comparative,baseline,2.933944954,0.2815,1599,137,1,8,8,6-10,en,Education,Language Learning,2021,memriseapp,https://www.tiktok.com/@memriseapp/video/6970998069634632965
Northern Lights Dress you can actually “see” the northern lights better than you can,comparative,baseline,2.831649832,0.2668,168200,6717,12,36,14,11-26,en,Shopping,Flash Deals,2023,klarna,https://www.tiktok.com/@klarna/video/7204927915929226542
I'm trying to get over my phone addiction with and here is what I do instead of scrolling,comparative,baseline,2.765550239,0.2567,3757,177,4,0,18,11-26,en,Health & Fitness,Meditation & Mindfulness,2023,getclearspace,https://www.tiktok.com/@getclearspace/photo/7297392779368353054
Reply to jo's comment BRB RUNNING STRAIGHT TO YOUTUBE nadine lee blind dates 10 guys by type part 1 NADINE LEE 10 VS 1 by nectar,comparative,baseline,2.730994152,0.2517,46700,1302,10,50,26,11-26,en,Social Networking,Dating Apps,2023,lovecommanectar,https://www.tiktok.com/@lovecommanectar/video/7256576660961627438
Thinking back on the kind of outfits we use to wear in 2012 when we were teenagers compared to the teens now,comparative,baseline,2.623298033,0.2349,1734,20,0,0,22,11-26,en,Shopping,E-commerce Marketplaces,2023,fashwire,https://www.tiktok.com/@fashwire/video/7262874244105751851
