hook,archetype,tier,om,om_pct,views,likes,comments,shares,words,word_band,lang,main_category,subcategory,year,username,permalink
I have never declined a trade so fast LMAOO,other,exceptional,1007.294199,0.9846,2900000,34500,692,400,9,6-10,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/photo/7411280492856642859
I 10 palazzi più belli del mondo PARTE 1,other,exceptional,996.5504025,0.9845,1300000,17500,144,532,9,6-10,it,Travel,Local Guides,2023,civitatis_it,https://www.tiktok.com/@civitatis_it/video/7279011388087962912
I think she actually is the most beautiful person on earth Avantika's problematic beauty secret. we were so concerned😆,other,exceptional,986.6102889,0.9843,1400000,127600,161,327,19,11-26,en,Entertainment,Fan Communities,2024,getashelf,https://www.tiktok.com/@getashelf/video/7325306701320637739
Craziest grocery store in Vegas 🛒,other,exceptional,985.6915739,0.9842,6200000,394100,1612,30800,6,6-10,it,Finance,Budgeting & Expense Tracking,2023,super,https://www.tiktok.com/@super/video/7302491212454350123
hot girl party ideas for early 2023,other,exceptional,981.5562416,0.9841,6200000,1100000,6150,134900,7,6-10,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7185264084131220782
"I gave this photo to the AI, and here's the result Omg👀💀",other,exceptional,960.4018913,0.9839,6500000,27900,564,635,12,11-26,en,Entertainment,Meme Generators,2024,cloneaiapp,https://www.tiktok.com/@cloneaiapp/video/7421514825680915730
Headphones in Public,other,exceptional,958.9,0.9838,958900,804,5,19,3,3-5,en,Health & Fitness,Meditation & Mindfulness,2023,betterhelp,https://www.tiktok.com/@betterhelp/video/7317378550594686239
"Michael, 23 Artist Single Not sure yet I think my mom would want me to date someone that is a teammate,",other,exceptional,958.3968634,0.9837,4400000,34900,544,1031,21,11-26,en,Lifestyle,Dating Apps,2023,bumble,https://www.tiktok.com/@bumble/video/7283976865340067115
Difficult convo w/ partner so it doesn't turn into a toxic fight,other,exceptional,949.7,0.9835,949700,1287,4,176,12,11-26,en,Health & Fitness,Meditation & Mindfulness,2023,betterhelp,https://www.tiktok.com/@betterhelp/video/7315186954658778399
Today Saturday - Cycle Day 5 Not fertile 98.04 °F,other,exceptional,944.0323668,0.9835,2100000,1524,141,104,10,6-10,is,Health & Fitness,Menstrual Cycle Trackers,2022,naturalcycles,https://www.tiktok.com/@naturalcycles/video/7143712012785356078
"The text in the image is: ""Facultad de Medicina y Odontología""",other,exceptional,942.7041499,0.9834,704200,711,26,48,11,11-26,en,Social Networking,Event-Based Networks,2023,meetup,https://www.tiktok.com/@meetup/video/7204814555132857643
Well here it is!,other,exceptional,937.2746936,0.9833,1300000,48200,51,217,4,3-5,en,Shopping,E-commerce Marketplaces,2023,whering,https://www.tiktok.com/@whering/video/7309514443027664160
a new relationship,other,exceptional,925.9259259,0.9831,10000000,21000,351,1182,3,3-5,en,Social Networking,Friend Finders,2025,tinder,https://www.tiktok.com/@tinder/video/7455364083227905323
Very cold frigid Replace your filler words very dirty did you know the word very is really just a filler word,other,exceptional,924.4992296,0.983,1200000,4012,69,96,21,11-26,en,Education,Study Aids & Flashcards,2023,elevateapp,https://www.tiktok.com/@elevateapp/video/7228235878680792363
I caught my friend editing stories like this 🤡,other,exceptional,919.751667,0.9829,2000000,11000,14,65,9,6-10,en,Photo & Video,Story Templates,2023,instoriesapp,https://www.tiktok.com/@instoriesapp/video/7258479514924174610
New Daily Affirmation:,other,exceptional,918.7721863,0.9829,8800000,1100000,7099,139500,3,3-5,en,Lifestyle,Mindfulness & Self-Care,2023,girlsgetoff_hq,https://www.tiktok.com/@girlsgetoff_hq/video/7304525890715733266
I flew to 🇬🇧 when it was -6° because I love winter,other,exceptional,903.7505648,0.9826,1000000,12900,64,91,12,11-26,en,Travel,Travel Safety,2023,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7231185143447276802
Folding my stupid laundry so my Finch can finish her stupid adventure,other,exceptional,898.6486486,0.9825,13300000,64500,365,1514,12,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,finchcare,https://www.tiktok.com/@finchcare/video/7392939915148791070
Este filtro me está empezando a dar mucho miedo,other,exceptional,889.3925657,0.9825,490500,6033,29,60,9,6-10,es,Food & Drink,Cooking Tutorials,2023,salmurai_ar,https://www.tiktok.com/@salmurai_ar/video/7285897056059804934
Must Try Food Combos foodpanda edition!,other,exceptional,873.8738739,0.9824,9700000,4290,66,1144,6,6-10,es,Food & Drink,Food Delivery,2024,foodpandaph,https://www.tiktok.com/@foodpandaph/video/7436957709687196935
The only family arguments you should be having this Christmas,other,exceptional,866.3008952,0.9821,1500000,41100,368,21800,10,6-10,en,Games,Party Games,2024,letsdrinktothatgame,https://www.tiktok.com/@letsdrinktothatgame/photo/7434963895107915041
Print your Christmas,other,exceptional,862.8959276,0.9821,572100,185,0,2,3,3-5,de,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7453457503297260833
"{""code"":5009,""error"":""fail to make process filters""}",other,exceptional,858.5499316,0.982,627600,16100,70,586,5,3-5,en,Health & Fitness,Fitness Challenges,2023,holstrengthtrainingclub,https://www.tiktok.com/@holstrengthtrainingclub/video/7200988249815551278
Asking AI to make a video about what humans should do if AI takes over the world,other,exceptional,841.509434,0.9815,914300,29400,230,1927,17,11-26,en,Photo & Video,Video Editing,2023,invideoio,https://www.tiktok.com/@invideoio/video/7285726228349209862
Me at 16: When I'm 25 I'll cook every meal for myself and create art with food Me at 25:,other,exceptional,822.5939128,0.9814,3000000,268800,748,62200,20,11-26,en,Food & Drink,Cooking Tutorials,2023,zestappcooking,https://www.tiktok.com/@zestappcooking/video/7197199612745223467
Buy your groceries on pandamart,other,exceptional,819.8198198,0.9813,9100000,4726,109,774,5,3-5,et,Food & Drink,Food Delivery,2024,foodpandaph,https://www.tiktok.com/@foodpandaph/video/7440010204743257352
The most unreal snorkel spot in Australia 😲,other,exceptional,819.408284,0.9812,692400,61000,286,4455,8,6-10,en,Travel,Adventure Travel,2023,travelloapp,https://www.tiktok.com/@travelloapp/video/7262115507061394689
Proof that Facelab works great!,other,exceptional,814.0262993,0.9811,1300000,31400,151,108,5,3-5,en,Photo & Video,Photo Editing,2021,facelab.app,https://www.tiktok.com/@facelab.app/video/7040855812016786693
GRWM to go on a date going on a date tonight,other,exceptional,805.9246352,0.981,3700000,43800,117,442,11,11-26,en,Lifestyle,Dating Apps,2023,bumble,https://www.tiktok.com/@bumble/video/7255416575413587243
Bros crush turned him down 😢,other,exceptional,798.3034873,0.9808,423500,14900,63,141,6,6-10,cy,Social Networking,Dating Apps,2023,rizzapptiktok,https://www.tiktok.com/@rizzapptiktok/video/7292970767061437738
Every single Italian I pissed off in the year 2023,other,exceptional,794.6886631,0.9807,7900000,474800,3344,9304,10,6-10,en,Travel,Adventure Travel,2024,travel,https://www.tiktok.com/@travel/video/7319555003251707169
To read in 2023 Read in 2023,other,exceptional,789.4258101,0.9806,694300,39100,150,363,7,6-10,en,Books,Reading Trackers,2023,booklyapp,https://www.tiktok.com/@booklyapp/video/7184489922923908357
After-the-Wedding Photo Ideas 😍,other,exceptional,766.6387259,0.9803,914600,72200,851,2348,4,3-5,en,Photo & Video,Slideshow Creators,2024,mixbookphotoco,https://www.tiktok.com/@mixbookphotoco/video/7379653993494121774
Teach your monster NUMBER SKILLS,other,exceptional,763.2955536,0.9802,875500,7970,15,70,5,3-5,de,Education,Early Childhood Learning,2023,teachyourmonster,https://www.tiktok.com/@teachyourmonster/video/7210434451401116933
My biggest crush💖,other,exceptional,760.2526316,0.9801,902800,7517,28,67,3,3-5,ja,Entertainment,Meme Generators,2024,babygeneratorfacemaker,https://www.tiktok.com/@babygeneratorfacemaker/video/7361560856867523845
"The text on the image is: ""Kärcher""",other,exceptional,760.1672368,0.9801,1000000,3697,109,111,7,6-10,en,Food & Drink,Food Delivery,2023,aiqfome,https://www.tiktok.com/@aiqfome/video/7210868763346930949
5:00 try on our Grinch sweaters,other,exceptional,759.2675301,0.9799,1700000,18100,65,824,6,6-10,en,Shopping,Pet Shopping,2024,petsmart,https://www.tiktok.com/@petsmart/video/7443515898134121759
Ways to open the door with ButterflyMX 🦋,other,exceptional,758.1464873,0.9798,507200,741,0,13,8,6-10,en,Business,Task & Project Management,2023,butterflymx_,https://www.tiktok.com/@butterflymx_/video/7303672513979075886
RUN to get these on Wayfair Lucky Cherry Cream Soda Orange Juice,other,exceptional,757.8628268,0.9798,2000000,1431,4,29,12,11-26,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7342542961663659307
The text in the image is: ``` hp ``` There are also two emojis: ``` 😊 ``` and ``` 😌 ```,other,exceptional,756.7567568,0.9797,8400000,6465,61,374,21,11-26,en,Food & Drink,Food Delivery,2023,foodpandaph,https://www.tiktok.com/@foodpandaph/video/7238849335335718145
Les 10 sapins de Noël les plus célèbres du monde,other,exceptional,756.5045992,0.9796,575700,492,13,13,10,6-10,fr,Travel,Local Guides,2023,civitatis_fr,https://www.tiktok.com/@civitatis_fr/video/7309143856300215585
Mindful Anniversary Gift with @mariska.terveld,other,exceptional,752.1870287,0.9796,498700,124,0,7,5,3-5,en,Photo & Video,Photo Printing,2024,freeprints_uk,https://www.tiktok.com/@freeprints_uk/video/7405924940693785888
"Hi I’m Andrea Lewis, and join me",other,exceptional,731.5288954,0.9792,1000000,17100,0,29,7,6-10,en,Entertainment,Movie Recommendation Tools,2022,xfinity,https://www.tiktok.com/@xfinity/video/7176356812562763054
Acabo de graduarme y he hecho que todos mis amigos hagan esto para no perder el contacto 😅😍,other,exceptional,725.3384913,0.9791,1500000,132800,423,38200,18,11-26,es,Photo & Video,Slideshow Creators,2024,dots.memories,https://www.tiktok.com/@dots.memories/video/7377373911396191520
"We have never and will never disclose any member's private health data to any authority. If we are ever subpoenaed, we will not comply.",other,exceptional,719.2722657,0.979,3400000,735800,6799,23900,24,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,clueapp,https://www.tiktok.com/@clueapp/video/7434583775306124566
create an avatar FAST,other,exceptional,713.7809187,0.9788,10100000,29500,1023,746,4,3-5,en,Kids,Creative Tools,2023,boopkids.app,https://www.tiktok.com/@boopkids.app/video/7212642861781732614
My friend is a GENIUS 🧠,other,exceptional,706.6139062,0.9786,2500000,207800,349,17800,6,6-10,en,Education,Study Aids & Flashcards,2024,youlearn.ai,https://www.tiktok.com/@youlearn.ai/video/7416421735798410527
¿VIAJAS A JAPÓN? 🇯🇵 te traemos precios de referencia,other,exceptional,704.2253521,0.9786,3200000,6965,46,633,9,6-10,es,Travel,Adventure Travel,2024,civitatis,https://www.tiktok.com/@civitatis/video/7356949409395002656
Using AI for my OpenAI interview 😂,other,exceptional,699.6268657,0.9784,1500000,13800,79,1040,7,6-10,en,Business,HR & Payroll,2024,finalroundai.com,https://www.tiktok.com/@finalroundai.com/video/7376324912002125098
I have never accepted a trade so fast 😂😂,other,exceptional,694.6856547,0.9783,2000000,43900,453,474,9,6-10,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/photo/7410192374984477995
Post Malone opens up about changing his drinking habits no sir I am responsible now,other,exceptional,687.7149109,0.9782,2200000,42100,567,971,15,11-26,en,Health & Fitness,Health Journals,2024,reframeapp,https://www.tiktok.com/@reframeapp/video/7333036654095060266
"Créditos: Terra Mundi Comienza la cuenta atrás del verano, pero aún queda mucho por explorar CUENTA ATRÁS DEL VERANO",other,exceptional,682.2183099,0.978,3100000,5808,31,197,19,11-26,es,Travel,Adventure Travel,2023,civitatis,https://www.tiktok.com/@civitatis/video/7263446617712364832
me thinking what to eat dahil petsa de peligro na:,other,exceptional,675.6756757,0.9778,7500000,3053,36,578,10,6-10,en,Food & Drink,Food Delivery,2024,foodpandaph,https://www.tiktok.com/@foodpandaph/video/7426918361692425480
Here. Place a key here to unlock,other,exceptional,675.2411576,0.9776,4200000,298400,3456,24900,7,6-10,en,Entertainment,Fan Communities,2024,daze.chat,https://www.tiktok.com/@daze.chat/video/7399756525364858154
Customer Review of the HighPeak MiniProjector Customer Review of the HighPeak MiniProjector Pt. 14,other,exceptional,671.7557252,0.9775,44000000,231800,2038,11100,14,11-26,en,Shopping,E-commerce Marketplaces,2022,highpeakco,https://www.tiktok.com/@highpeakco/video/7163455527098371371
"Cocaine Apps ""how many times you have to pushup to unlock socials?""",other,exceptional,666.5439823,0.9774,905500,6532,150,575,12,11-26,en,Health & Fitness,Meditation & Mindfulness,2024,getclearspace,https://www.tiktok.com/@getclearspace/video/7366734107650444586
c.ai K,other,exceptional,664.0926641,0.9773,8600000,383000,12300,23300,2,0-2,en,Social Networking,Video Communities,2024,itoshixme,https://www.tiktok.com/@itoshixme/video/7445160744926055723
fed up of feeling tired? 😴,other,exceptional,660.7773852,0.9772,748000,3148,30,21,6,6-10,en,Health & Fitness,Sleep Analysis,2023,sleepwave.app,https://www.tiktok.com/@sleepwave.app/video/7243785374449945882
Bro thought I was going to accept this trade 💀,other,exceptional,659.951372,0.9772,1900000,51800,600,1017,10,6-10,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/photo/7401542044071578910
Bro is the next Einstein 😭,other,exceptional,659.1439689,0.9771,84700,716,11,18,6,6-10,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7441515663660797227
Asking the team what their favourite Hot & Savoury flavour is... Rebekah Pasta Bolognese,other,exceptional,659.0220113,0.9771,2500000,4421,330,119,14,11-26,en,Food & Drink,Food Delivery,2022,huel,https://www.tiktok.com/@huel/video/7169873761393511686
Example: This downspout statue just made me a pluviophile.,other,exceptional,644.1834028,0.9768,1700000,15900,262,1616,9,6-10,en,Lifestyle,Home Decor & DIY,2023,wayfair,https://www.tiktok.com/@wayfair/video/7244627835116096810
My girlfriend will do ANYTHING to land this interview 😭🤣 not nearly getting caught! 😳,other,exceptional,643.2748538,0.9768,1100000,6406,43,24,15,11-26,en,Entertainment,Comedy Platforms,2024,aiapply.co,https://www.tiktok.com/@aiapply.co/video/7454171612997324065
Strict Teacher catches Fun Teacher's class on their phones,other,exceptional,640.7322654,0.9766,2100000,110900,0,10,9,6-10,en,Productivity,Document Management,2023,camscanner.app,https://www.tiktok.com/@camscanner.app/video/7215506983921863982
unbox Pau-Pau cuppies with us!,other,exceptional,639.6396396,0.9765,7100000,3013,45,664,5,3-5,en,Food & Drink,Food Delivery,2024,foodpandaph,https://www.tiktok.com/@foodpandaph/video/7429555970755513618
Each year Xfinity employees thank their customers,other,exceptional,637.4542794,0.9764,871400,20800,0,48,7,6-10,en,Entertainment,Movie Recommendation Tools,2022,xfinity,https://www.tiktok.com/@xfinity/video/7179640796952431918
"My name is Anna, and I deleted all my period trackers when r0e was overturned in 2022.",other,exceptional,637.085231,0.9764,489600,34000,703,1358,17,11-26,en,Health & Fitness,Menstrual Cycle Trackers,2024,embody.space,https://www.tiktok.com/@embody.space/photo/7422714134724119851
Total: 167,other,exceptional,635.2066116,0.9763,768600,15600,267,100,2,0-2,en,Photo & Video,Camera Tools,2022,countthis_app,https://www.tiktok.com/@countthis_app/video/7065971168251088174
I'M GONNA Tiny remote interviews with Xfinity! #ad,other,exceptional,633.796635,0.9762,866400,1248,2,0,8,6-10,en,Entertainment,Movie Recommendation Tools,2024,xfinity,https://www.tiktok.com/@xfinity/video/7411313111770074411
I know Facetune hates to see me coming after the family festive photoshoot Every year.,other,exceptional,625.3553155,0.9761,1100000,358,7,40,15,11-26,en,Photo & Video,Photo Editing,2024,facetune_by_lightricks,https://www.tiktok.com/@facetune_by_lightricks/video/7447904811082681617
Cozy IPAD Games!,other,exceptional,612.1638924,0.9759,478100,7350,46,242,3,3-5,pl,Productivity,Note-Taking,2024,lemon8prod,https://www.tiktok.com/@lemon8prod/photo/7348496964926852394
