hook,intent,production,funnel,effort,is_template,usability,usability_band,archetype,tier,om,om_pct,views,words,word_band,lang,main_category,subcategory,year,username,permalink
Is it possible to invest ethically?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.2,high,question,exceptional,1165.501166,0.9876,1000000,6,6-10,en,Finance,Financial Literacy Tools,2022,nerdwallet,https://www.tiktok.com/@nerdwallet/video/7145230335268244782
do you live with a chronic illness?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.2,high,question,exceptional,1108.801109,0.9868,1600000,7,6-10,en,Health & Fitness,Chronic Condition Management,2024,spoonyapp,https://www.tiktok.com/@spoonyapp/video/7346393505138298130
But NerdWallet has lists of the best-performing investments to help you find some! How do you pick investments?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.2,high,question,exceptional,1165.501166,0.9876,1000000,18,11-26,en,Finance,Financial Literacy Tools,2022,nerdwallet,https://www.tiktok.com/@nerdwallet/video/7147723195884375342
showing up to work before Sleepwave...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,74.2,high,reveal_tease,exceptional,1148.409894,0.9872,1300000,6,6-10,en,Health & Fitness,Sleep Analysis,2022,sleepwave.app,https://www.tiktok.com/@sleepwave.app/video/7101564060918926597
TikTok What's in your kid's school bag?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.1,high,question,exceptional,1045.045045,0.9853,11600000,7,6-10,en,Food & Drink,Food Delivery,2023,foodpandaph,https://www.tiktok.com/@foodpandaph/video/7197990096677702938
Specialist services abroad can be expensive... Dentist General Doctor Orthoped Pediatrician,PROVE,TEXT_ON_BROLL,CONVERT,1,False,74.1,high,authority,exceptional,994.1256213,0.9844,1100000,11,11-26,en,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7408157695586454801
What is FR?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.1,high,question,exceptional,982.7517048,0.9841,9800000,3,3-5,en,Education,Language Learning,2022,busuu,https://www.tiktok.com/@busuu/video/7166226990360448261
10 lugares do Chile para conhecer,TEACH,TEXT_ON_BROLL,NURTURE,1,False,74.1,high,listicle,exceptional,1055.623224,0.9855,1300000,6,6-10,gl,Travel,Local Guides,2024,civitatis_br,https://www.tiktok.com/@civitatis_br/video/7371939712442928417
swiping in real life (part 7) who will get a match?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.1,high,question,exceptional,994.1520468,0.9844,17000000,11,11-26,en,Social Networking,Dating Apps,2024,lovecommanectar,https://www.tiktok.com/@lovecommanectar/video/7375609459650972971
"Which of these prizes do you have a chance to win in Summertime Spins? Flights to Paris e-bike 10,000 points",PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.1,high,question,exceptional,999.6429846,0.9846,1400000,20,11-26,en,Shopping,Cashback Platforms,2024,nectar,https://www.tiktok.com/@nectar/video/7385203980110023968
Anyone else sit in an egg chair and immediately just...,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.1,high,question,exceptional,1023.114816,0.9851,2700000,10,6-10,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7366654797627329834
Are you struggling in school?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.0,high,question,exceptional,873.151751,0.9822,112200,5,3-5,de,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7436322016543690026
Müzik zevkinin benzediği kişilerle tanışmak mı?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.0,high,question,exceptional,928.2325937,0.9831,606600,6,6-10,tr,Music,Streaming Platforms,2022,makromusic,https://www.tiktok.com/@makromusic/video/7171493588881116422
What zodiac signs are the biggest red flags?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.0,high,question,exceptional,953.7037037,0.9836,10300000,8,6-10,en,Social Networking,Friend Finders,2022,tinder,https://www.tiktok.com/@tinder/video/7177905265042263338
Why did you lie?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.0,high,question,exceptional,912.5551544,0.9828,9100000,4,3-5,en,Education,Language Learning,2024,busuu,https://www.tiktok.com/@busuu/video/7374019877985619233
Bro.. this trade is insane... Would you take it?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,74.0,high,question,exceptional,903.0913512,0.9826,2600000,9,6-10,en,Music,Concert Finder,2024,bestofsoundmap,https://www.tiktok.com/@bestofsoundmap/video/7431717685567835435
3 signs of phone addiction,TEACH,TEXT_ON_BROLL,NURTURE,1,False,74.0,high,listicle,exceptional,912.2807018,0.9828,1300000,5,3-5,en,Productivity,Focus Timers,2021,withopal,https://www.tiktok.com/@withopal/video/6915316292715056390
Why your AirPods run out of power unevenly,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.9,high,question,exceptional,836.8200837,0.9815,2500000,8,6-10,en,Shopping,E-commerce Marketplaces,2023,reboxed,https://www.tiktok.com/@reboxed/video/7264649436733738272
Why do mortgage rates usually follow the Federal Reserve?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.9,high,question,exceptional,835.8974359,0.9814,717200,9,6-10,en,Finance,Financial Literacy Tools,2022,nerdwallet,https://www.tiktok.com/@nerdwallet/video/7165945738629860650
What are the first signs of a weak heart?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.9,high,question,exceptional,846.6819222,0.9818,185000,9,6-10,en,Health & Fitness,Chronic Condition Management,2023,heartifyapp,https://www.tiktok.com/@heartifyapp/video/7187512745645100334
Can you season this chili correctly? (limited ingredients edition) TEST YOUR SKILLS,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.9,high,question,exceptional,850.0137099,0.9819,3100000,12,11-26,en,Food & Drink,Cooking Tutorials,2024,zestappcooking,https://www.tiktok.com/@zestappcooking/photo/7393387714143374638
"When they tell you to be at the airport 3 hours early, but you're done in 20 minutes and just... waiting.",RELATE,TEXT_ON_BROLL,REACH,1,False,73.9,high,pov_realism,exceptional,850.3389065,0.9819,940900,21,11-26,en,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7452676947211242759
Come with me to get my daily Huel,SELL,TALKING_HEAD,CONVERT,2,True,73.9,high,invitation,strong,11.36153948,0.6437,43100,8,6-10,en,Food & Drink,Food Delivery,2023,huel,https://www.tiktok.com/@huel/video/7207380179205868805
the metal?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.8,high,question,exceptional,781.4894269,0.9805,5100000,2,0-2,en,Health & Fitness,Fitness Challenges,2023,flex.app,https://www.tiktok.com/@flex.app/video/7299964527867628805
Everyone is talking about Afterpay...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,73.8,high,reveal_tease,exceptional,729.2225201,0.9792,13600000,5,3-5,en,Shopping,Cashback Platforms,2021,afterpayusa,https://www.tiktok.com/@afterpayusa/video/6981929654428896517
Still edit like this?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.8,high,question,exceptional,781.788917,0.9805,1700000,4,3-5,en,Photo & Video,Story Templates,2024,instoriesapp,https://www.tiktok.com/@instoriesapp/video/7337135535825145096
What are your dating profile red flags?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.8,high,question,exceptional,787.037037,0.9806,8500000,7,6-10,en,Social Networking,Friend Finders,2022,tinder,https://www.tiktok.com/@tinder/video/7178681691115031854
vs. what they get ✨,PROVE,TEXT_ON_BROLL,CONVERT,1,False,73.8,high,comparative,exceptional,759.9145096,0.98,4800000,5,3-5,en,Entertainment,None of the above,2023,partiful,https://www.tiktok.com/@partiful/video/7258705728028921131
The easiest way to create the 2024 vision board 🎀✨,SELL,TEXT_ON_BROLL,CONVERT,1,False,73.8,high,benefit_promise,exceptional,733.0812854,0.9793,387800,10,6-10,en,Photo & Video,Collage Makers,2024,collageableapp,https://www.tiktok.com/@collageableapp/video/7321227640499719430
Créditos: Around The World 4K Aquí os traemos cinco actividades que hacer en Oporto DESTINO OPORTO,PROVE,TEXT_ON_BROLL,CONVERT,1,False,73.8,high,outcome_proof,exceptional,726.2323944,0.9791,3300000,16,11-26,es,Travel,Adventure Travel,2023,civitatis,https://www.tiktok.com/@civitatis/video/7306124402884644128
ERV España Partners in Crime: ERGO Seguros de Viaje and Air Doctor,PROVE,TEXT_ON_BROLL,CONVERT,1,False,73.7,high,authority,exceptional,679.1685495,0.9779,751500,12,11-26,es,Travel,Travel Safety,2023,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7233787189212007682
Watering is a red flag,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.7,high,warning_mistake,exceptional,715.6149733,0.9789,669100,5,3-5,en,Education,,2024,plantinapp,https://www.tiktok.com/@plantinapp/video/7450169815324462342
BEST COLLEGE BARS IN THE NATION PT.2,TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.7,high,listicle,exceptional,683.0309498,0.9781,1600000,7,6-10,en,Entertainment,Fan Communities,2022,lineleap,https://www.tiktok.com/@lineleap/video/7063243001442749743
Top 7 things to do on Boop Kids,TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.7,high,listicle,exceptional,678.4452297,0.9778,9600000,8,6-10,en,Kids,Creative Tools,2023,boopkids.app,https://www.tiktok.com/@boopkids.app/video/7220466613693238533
What is ESG?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.7,high,question,exceptional,700.8158508,0.9784,601300,3,3-5,en,Finance,Financial Literacy Tools,2022,nerdwallet,https://www.tiktok.com/@nerdwallet/video/7145495707754007850
Du bist gelangweilt?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.7,high,question,exceptional,673.9130435,0.9776,18600000,3,3-5,de,Social Networking,Friend Finders,2024,feels_app_de,https://www.tiktok.com/@feels_app_de/video/7341356338133437728
Do NOT put 20% down on a house! 🏡,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.7,high,question,exceptional,680.5361305,0.9779,583900,9,6-10,en,Finance,Financial Literacy Tools,2022,nerdwallet,https://www.tiktok.com/@nerdwallet/video/7098364652509482286
You've got to stop getting distracted,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.6,high,direct_address,exceptional,609.754386,0.9757,868900,6,6-10,en,Productivity,Focus Timers,2021,withopal,https://www.tiktok.com/@withopal/video/7028511359453121797
how is dating going?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.6,high,question,exceptional,628.8032454,0.9762,3100000,4,3-5,en,Social Networking,Event-Based Networks,2024,thursdaydating,https://www.tiktok.com/@thursdaydating/photo/7400057005450218784
¿CONOCES A LUISA YU?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.6,high,question,exceptional,611.7474302,0.9759,416600,4,3-5,zh,Travel,Local Guides,2023,appbunji,https://www.tiktok.com/@appbunji/video/7306449168409709857
Which egg is good to eat?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.6,high,question,exceptional,611.2809114,0.9758,1100000,6,6-10,en,Health & Fitness,Diet & Nutrition,2020,lifesum,https://www.tiktok.com/@lifesum/video/6901406040374430977
Will Maddy find her Leo Woodall? BOYS BOYS BOYS,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.6,high,question,exceptional,646.7439786,0.9769,2900000,9,6-10,en,Entertainment,Comedy Platforms,2024,luvjusdrinks,https://www.tiktok.com/@luvjusdrinks/video/7358491302461213985
3 Ingredients are all you need...,TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.6,high,listicle,exceptional,614.2506143,0.976,1500000,6,6-10,en,Food & Drink,Calorie Counters,2023,yazioapp,https://www.tiktok.com/@yazioapp/video/7283904999552322849
The easiest way to make your Recap videos,SELL,TEXT_ON_BROLL,CONVERT,1,False,73.6,high,benefit_promise,exceptional,624.8138958,0.9761,125900,8,6-10,en,Photo & Video,Video Editing,2023,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7216703719210093830
where we're regulating SECURE ATTACHMENT,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.6,high,question,exceptional,640.5,0.9766,640500,5,3-5,en,Health & Fitness,Meditation & Mindfulness,2023,betterhelp,https://www.tiktok.com/@betterhelp/video/7293627849599175979
Stop what you're doing and make your 2024 Recap in seconds using all those beautiful damn videos and photos you took this year.,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.5,high,imperative,exceptional,588.5856079,0.9752,118600,23,11-26,en,Photo & Video,Video Editing,2024,reelshot.app,https://www.tiktok.com/@reelshot.app/video/7452010263701753120
5 Must-Know Travel Tips You NEED Before Flying! ✨✈️,TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.5,high,listicle,exceptional,601.9882512,0.9755,666100,9,6-10,zh,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7433790159734230289
You know your down bad when photo math can't solve it 😭,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.5,high,direct_address,exceptional,603.8910506,0.9756,77600,12,11-26,en,Education,AI Study Tools,2024,uknow.ai_official,https://www.tiktok.com/@uknow.ai_official/video/7437131149547212078
you said that money can't buy happiness?,SELL,TEXT_ON_BROLL,CONVERT,1,False,73.5,high,question,exceptional,586.8052418,0.9751,649300,7,6-10,en,Travel,Travel Safety,2024,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7433342197056982273
SCENARIO?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.5,high,question,exceptional,591.2124583,0.9752,531500,1,0-2,en,Entertainment,Celebrity News & Gossip,2024,wonderymedia,https://www.tiktok.com/@wonderymedia/video/7335155150060916011
Do you know what a meatball is?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.5,high,question,exceptional,574.3233358,0.9747,785100,7,6-10,en,Entertainment,Movie Recommendation Tools,2024,xfinity,https://www.tiktok.com/@xfinity/video/7369257436068482350
what's your goal for 2022?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.5,high,question,exceptional,565.4094828,0.9745,524700,5,3-5,en,Education,Language Learning,2022,tandemapphq,https://www.tiktok.com/@tandemapphq/video/7049401519942192389
Facts about the Salem Witch Trials you might not know...,ENTERTAIN,TEXT_ON_BROLL,REACH,1,False,73.5,high,reveal_tease,exceptional,572.2352941,0.9746,243200,10,6-10,en,Education,Study Aids & Flashcards,2024,uptime_app,https://www.tiktok.com/@uptime_app/photo/7447531749921410337
Does having sex on the first date make you undateable? Dating Hot Takes,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.4,high,question,exceptional,544.5436724,0.9733,2500000,13,11-26,en,Lifestyle,Dating Apps,2023,bumble,https://www.tiktok.com/@bumble/video/7210895834572033326
AIR DOCTOR PRESENTS THE DIGITAL CARD THAT GIVES YOU PEACE OF MIND ABROAD. So you want to travel worry-free? 😊,PROVE,TEXT_ON_BROLL,CONVERT,1,False,73.4,high,authority,exceptional,553.4568459,0.9738,612400,20,11-26,en,Travel,Travel Safety,2023,airdoctorapp,https://www.tiktok.com/@airdoctorapp/video/7312010994920770818
who NOT to invite to your wedding,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.4,high,question,exceptional,531.466829,0.9728,436600,7,6-10,en,Health & Fitness,Health Journals,2023,lemon8wellness,https://www.tiktok.com/@lemon8wellness/photo/7311378547107466538
London: How much does stuff cost?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.4,high,question,exceptional,544.0885726,0.9732,688000,6,6-10,de,Finance,Financial Literacy Tools,2024,tembomoney,https://www.tiktok.com/@tembomoney/video/7345160139025960225
3 signs that you’re a WEAK COMMUNICATOR,TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.4,high,listicle,exceptional,548.9214176,0.9735,712500,7,6-10,en,Education,Study Aids & Flashcards,2025,elevateapp,https://www.tiktok.com/@elevateapp/video/7458349210778209578
"5 seconds Look, at least",TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.4,high,listicle,exceptional,560.3511339,0.9742,766000,5,3-5,en,Entertainment,Movie Recommendation Tools,2024,xfinity,https://www.tiktok.com/@xfinity/video/7410188882685332778
"2053 POV: trying to find the right words to sound confident, but not rude",TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.4,high,listicle,exceptional,547.0752089,0.9734,196400,14,11-26,en,Productivity,Email Management,2023,friday_ai,https://www.tiktok.com/@friday_ai/video/7310179300660088070
This is your sign to give your wedding guests disposable cameras on their Lock Screen to see your wedding through their eyes,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.4,high,direct_address,exceptional,550.5617978,0.9737,9800000,22,11-26,en,Photo & Video,Camera Tools,2023,trypovappus,https://www.tiktok.com/@trypovappus/video/7290467233774456107
ummm can you imagine just finding out now that there's an ad free version of pinterest that is 100x more curated and looks like this:,PROVE,TEXT_ON_BROLL,CONVERT,1,False,73.4,high,outcome_proof,exceptional,556.1932437,0.9741,765600,25,11-26,en,Social Networking,Photo Sharing,2024,inspirethecosmos,https://www.tiktok.com/@inspirethecosmos/video/7420650296403070238
Don't be like Susan.,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.4,high,imperative,exceptional,531.2426036,0.9727,448900,4,3-5,en,Travel,Adventure Travel,2024,travelloapp,https://www.tiktok.com/@travelloapp/video/7382035484488371474
join Tinder UTM and start matching,SELL,TEXT_ON_BROLL,CONVERT,1,False,73.3,high,invitation,exceptional,518.5185185,0.972,5600000,6,6-10,en,Social Networking,Friend Finders,2024,tinder,https://www.tiktok.com/@tinder/video/7410912624390475038
5 tours gratuitos no Rio de Janeiro,TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.3,high,listicle,exceptional,509.0539992,0.9715,626900,7,6-10,pt,Travel,Local Guides,2024,civitatis_br,https://www.tiktok.com/@civitatis_br/video/7333658069257243936
Which celebrity looks better in Cartoon reality?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.3,high,question,exceptional,523.1410702,0.9722,752800,7,6-10,en,Photo & Video,Video Editing,2022,dizzi_app,https://www.tiktok.com/@dizzi_app/video/7101321814386691334
Acronym Challenge: what does ATM stand for?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.3,high,question,exceptional,515.9476117,0.9719,669700,7,6-10,en,Education,Study Aids & Flashcards,2023,elevateapp,https://www.tiktok.com/@elevateapp/video/7206137252961881390
Soup game! Can you season this soup correctly?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.3,high,question,exceptional,493.5563477,0.9708,1800000,8,6-10,en,Food & Drink,Cooking Tutorials,2023,zestappcooking,https://www.tiktok.com/@zestappcooking/photo/7280331531942399275
Tem 🦷🦷 nascendo e incomodando por aí?,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.3,high,question,exceptional,516.3107252,0.9719,1100000,7,6-10,pt,Health & Fitness,Diet & Nutrition,2023,blwbrasilapp,https://www.tiktok.com/@blwbrasilapp/video/7210916652953750792
3 reasons to get off your phone,TEACH,TEXT_ON_BROLL,NURTURE,1,False,73.2,high,listicle,exceptional,478.5263158,0.9696,681900,7,6-10,en,Productivity,Focus Timers,2021,withopal,https://www.tiktok.com/@withopal/video/6982823479062039813
When spring-cleaning starts to feel like spring redesigning 👀,PROVOKE,TEXT_ON_BROLL,REACH,1,False,73.2,high,question,exceptional,492.6108374,0.9706,1300000,9,6-10,en,Lifestyle,Home Decor & DIY,2024,wayfair,https://www.tiktok.com/@wayfair/video/7353344774281121067
